Market,ISIN,Symbol,Name,Currency,AUM,Replication,Fee,Dividend
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NEXGEN ENERGY LTD,CA65340P1062,NXE:US,ENERG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NEXTERA ENERGY,US65339F1012,NEE:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NET LEASE OFFICE PROPERTIES NET,US64110Y1082,NLOP:US,OF,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NIKE INC -CL B,US6541061031,NKE:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NISOURCE INC,US65473P1057,NI:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NNN REIT,US6374171063,NNN:US,REIT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NORDSTROM,US6556641008,JWN:US,NORDSTROM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NORFOLK,US6558441084,NSC:US,NORFOLKSOUTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NORTHERN OIL AND GAS INC,US6655313079,NOG:US,OIL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NORTHROP GRUMMAN,US6668071029,NOC:US,GRU,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,CA66987E2069,NG:US,NOVAGOLD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NRG ENERGY,US6293775085,NRG:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NU HOLDINGS,KYG6683N1034,NU:US,HOLDINGS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NUCOR CORP,US6703461052,NUE:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NUTRIEN LTD,CA67077M1086,NTR:US,LTD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE NVR INC,US62944T1051,NVR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE O-I GLASS INC,US67098H1041,OI:US,GLASS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OCCIDENTAL PETROLEUM,US6745991058,OXY:US,P,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OGE ENERGY CORP,US6708371033,OGE:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OIL STATES INTERNATIONAL INC,US6780261052,OIS:US,STATES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OLD REPUBLIC INTERNATIONAL,US6802231042,ORI:US,REPUB,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OLIN CORP,US6806652052,OLN:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OMEGA HEALTHCARE INVESTORS,US6819361006,OHI:US,HEALTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ONEMAIN HOLDINGS INC,US68268W1036,OMF:US,HOLD,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ONEOK INC,US6826801036,OKE:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ORACLE CORP,US68389X1054,ORCL:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ORION OFFICE REIT INC,US68629Y1038,ONL:US,OFFICE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ORMAT TECHNOLOGIES INC,US6866881021,ORA:US,TECHNO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ON HOLDING,CH1134540470,ON:US,HOLDING,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE OTIS WORLDWIDE CORP ,US68902V1070,OTIS:US,WORLDWI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US6907321029,OMI:US,& MINOR INC OWENS&MINOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PACKAGING CORP OF AMERICA,US6951561090,PKG:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PAGERDUTY,US69553P1003,PD:US,PAGERDUTY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PAGSEGURO DIGITAL,KYG687071012,PAGS:US,PAGSEGURO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PALANTIR TECHNOLOGIES,US69608A1088,PLTR:US,PALANTIR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PALO ALTO NETWORKS INC PALO,US6974351057,PANW:US,NE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PARK,US7005171050,PK:US,& RESORTS INC PARK H&R INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PARKER HANNIFIN,US7010941042,PH:US,HANNI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PAYCOM SOFTWARE INC,US70432V1026,PAYC:US,SOFTW,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PBF ENERGY INC,US69318G1067,PBF:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PEABODY ENERGY CORP,US7045511000,BTU:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US70931T1034,PMT:US,MOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PENSKE AUTOMOTIVE GROUP INC,US70959W1036,PAG:US,AUTOM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PENTAIR PLC,IE00BLS09M33,PNR:US,PLC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PENUMBRA INC,US70975L1070,PEN:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PEPSICO INC,US7134481081,PEP:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PERFORMANCE FOOD GROUP,US71377A1034,PFGC:US,PERFORMANCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PERKINELMER,US7140461093,PKI:US,PERKINELMER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PERMIAN RESOURCES CORP,US71424F1057,PR:US,RESO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PERRIGO CO PLC,IE00BGH1M568,PRGO:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PFIZER INC,US7170811035,PFE:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US69331C1080,PCG:US,PG&E CORP PG&E CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PHILIP MORRIS,US7181721090,PM:US,PHILIPMORRIS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PINNACLE,US7234841010,PNW:US,PINNACLEWEST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PHINIA INC,US71880K1016,PHIN:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PINTEREST,US72352L1061,PINS:US,PINTEREST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PITNEY BOWES INC,US7244791007,PBI:US,BOWES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PJT PARTNERS,US69343T1079,PJT:US,PARTNERS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PNC FINANCIAL,US6934751057,PNC:US,PNCFINANCIAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE POLARIS,US7310681025,PII:US,POLARIS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PPG INDS INC PPG,US6935061076,PPG:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PPL CORP,US69351T1060,PPL:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PRINCIPAL FINANCIAL,US74251V1026,PFG:US,FI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US7427181091,PG:US,& GAMBLE PROCTER&GAMB,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PROG HOLDINGS INC ,US74319R1014,PRG:US,HOLDING,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PROGRESSIVE,US7433151039,PGR:US,PROGRESSIVE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PROLOGIS INC,US74340W1036,PLD:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PROTO LABS INC,US7437131094,PRLB:US,LABS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PRUDENTIAL FINANCIAL,US7443201022,PRU:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PUBLIC SERVICE ENTERPRISE PUB,US7445731067,PEG:US,ENT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PUBLIC STORAGE,US74460D1090,PSA:US,STORA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PULTEGROUP,US7458671010,PHM:US,PULTEGROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE PVH CORP,US6936561009,PVH:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE QIAGEN NV,NL0015002CX3,QGEN:US,NV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE QUANTA SERVICES,US74762E1029,PWR:US,SERVI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE QUANTUMSCAPE,US74767V1098,QS:US,QUANTUMSCAPE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE QUEST DIAGNOSTIC,US74834L1008,DGX:US,DIAGNO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE R1 RCM INC R1,US77634L1052,RCM:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RALPH LAUREN CORP,US7512121010,RL:US,LAUREN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RANGE RESOURCES,US75281A1097,RRC:US,RESOUR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RAYTHEON TECHNOLOGIES CORP,US75513E1010,RTX:US,TEC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE REALTY,US7561091049,O:US,REALTYINCOME,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE REDDIT,US75734B1008,RDDT:US,REDDIT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RELIANCE,US7595091023,RS:US,& ALUMINUM RELIANCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RENAISSANCERE HOLDINGS,BMG7496G1033,RNR:US,RENAISSANCER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE REPUBLIC SERVICES,US7607591002,RSG:US,SVC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RESIDEO TECHNOLOGIES INC,US76118Y1047,REZI:US,TECH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RESMED INC,US7611521078,RMD:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,CA76131D1033,QSR:US,BRANDS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE REVOLVE,US76156B1070,RVLV:US,REVOLVE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE REXFORD INDUSTRIAL REALTY INC,US76169C1009,REXR:US,INDU,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US74967X1037,RH:US,RH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RING CENTRAL INC,US76680R2067,RNG:US,CENTRAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROBERT HALF INTL,US7703231032,RHI:US,HALF,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROBLOX CORP,US7710491033,RHI:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROCKWELL AUTOMAT,US7739031091,ROK:US,AUT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROLLINS INC,US7757111049,ROL:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROPER TECHNOLOGI,US7766961061,ROP:US,TECHNO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE ROYAL CARIBBEAN,LR0008862868,RCL:US,CARIBB,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RYDER SYSTEM INC,US7835491082,R:US,SYSTEM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RYMAN HOSPITALITY PROPERTIES,US78377T1079,RHP:US,HOSPI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE RXO INC,US74982T1034,RXO:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US78409V1044,SPGI:US,S&P GLOBAL INC S&P GLOBAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US79466L3024,CRM:US,SALESFORCE.COM SALESFORCE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SAMSARA INC,US79589L1061,IOT:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SANDSTORM GOLD LTD,CA80013R2063,SAND:US,GO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SCHLUMBERGER,AN8068571086,SLB:US,SCHLUMBERGER,USD,,,,
NEW YORK STOCK EXCHANGE (USD),US8085411069,SWM:US,SCHWEI-MAUDU,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US8086251076,SAIC:US,APPL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SEMPRA,US8168511090,SRE:US,SEMPRAENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SEMRUSH HOLDINGS,US81686C1045,SEMR:US,SEMRUSH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SENTINELONE,US81730H1095,S:US,SENTINELONE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US81762P1021,NOW:US,SERVICENOW,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US8243481061,SHW:US,SHERWIN-WILL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,KYG8068L1086,SN:US,SHARKNINJA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SFL CORPORATION LTD,BMG7738W1064,SFL:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SHOPIFY INC,CA82509L1076,SHOP:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SHIFT4 PAYMENTS,US82452J1097,FOUR:US,PAYM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SIGNET JEWELERS,BMG812761002,SIG:US,JEWEL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SIMON PROPERTY,US8288061091,SPG:US,PROPER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SIMPSON MANUFACTURING CO INC,US8290731053,SSD:US,MANU,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SKECHERS INC,US8305661055,SKX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SKILLZ INC,US83067L2088,SKLZ:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SL GREEN REALTY SL,US78440X8873,SLG:US,REA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SMITH AO CORPORATION,US8318652091,AOS:US,AO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SNAP,US83304A1060,SNAP:US,SNAPCHAT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SNAP-ON INC,US8330341012,SNA:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SNOWFLAKE,US8334451098,SNOW:US,SNOWFLAKE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SONOCO PRODUCTS,US8354951027,SON:US,SONOCO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SOUTHERN CO,US8425871071,SO:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SOUTHWEST,US8447411088,LUV:US,SOUTHWESTAIR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SOLVENTUM CORP,US83444M1018,SOLV:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SPIRIT AEROSYSTEMS HOLDINGS INC,US8485741099,SPR:US,AERO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SPOTIFY TECHNOLOGY,LU1778762911,SPOT:US,SPOTIFY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SQUARE INC,US8522341036,SQ:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE STAG INDUSTRIAL,US85254J1025,STAG:US,IND,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE STANLEY,US8545021011,SWK:US,& DECKER STANLEYBLACK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE STATE STREET CORP,US8574771031,STT:US,STREET,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE STELLANTIS,NL00150001Q9,STLA:US,STELLANTISNV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US8610121027,STM:US,N.V.  STMICROELECT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE STRYKER CORP,US8636671013,SYK:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SUN LIFE FINANCIAL INC SUN,CA8667961053,SLF:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SYNCHRONY FINANCIAL,US87165B1035,SYF:US,FI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SYNNEX CORPORATION,US87162W1009,SNX:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE SYSCO CORP,US8718291078,SYY:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TANGER FACTORY OUTLET CENTERS INC,US8754651060,SKT:US,FACTO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TARGET CORP,US87612E1064,TGT:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TECK RESOURCES LTD,CA8787422044,TECK:US,RESOURC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TE CONNECTIVITY LTD,IE000IVNQZ81,TEL:US,CONNECTIV,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TEGNA INC,US87901J1051,TGNA:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TELADOC HEALTH INC,US87918A1051,TDOC:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE,US8793601050,TDY:US,TEC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TELEFLEX INC,US8793691069,TFX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TELUS CORP,CA87971M1032,TU:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TENET HEALTH,US88033G4073,THC:US,HEALTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TERADATA,US88076W1036,TDC:US,TERADATA,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TERADYNE INC,US8807701029,TER:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TEREX CORPORATION,US8807791038,TEX:US,CORPOR,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TEXAS PACIFIC LAND CORPORATION  ,US88262P1021,TPL:US,PACIFI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TEXTRON INC,US8832031012,TXT:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE THE CHEMOURS COMPANY,US1638511089,CC:US,CHEMOURS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE THE NEW YORK TIMES,US6501111073,NYT:US,TIMES,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE THERMO,US8835561023,TMO:US,THERMOFISHER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE THOR INDUSTRIES INC,US8851601018,THO:US,INDUST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TKO GROUP HOLDING,US87256C1018,TKO:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TJX COS INC TJX,US8725401090,TJX:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TORONTO-DOMINION BANK,CA8911605092,TD:US,BANK,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TOAST,US8887871080,TOST:US,TOAST,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TRANSDIGM,US8936411003,TDG:US,TRANSDIGM,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TRANSOCEAN,CH0048265513,RIG:US,TRANSOCEAN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TRAVELERS COMPANIES,US89417E1091,TRV:US,TRAVELERS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE  TREX COMPANY,US89531P1057,TREX:US,TREX,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TRUIST FINANCIAL CORP,US89832Q1094,TFC:US,FINAN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TWILIO INC,US90138F1021,TWLO:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE TYSON FOODS-A,US9024941034,TSN:US,FOODS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UBER TECHNOLOGIES,US90353T1007,UBER:US,UBER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UBS GROUP,CH0244767585,UBS:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UDR INC,US9026531049,UDR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UGI CORP,US9026811052,UGI:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UIPATH INC,US90364P1057,PATH:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNDER ARMOUR-A,US9043111072,UAA:US,ARMO-A,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNDER ARMOUR-C,US9043112062,UA:US,ARMO-C,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNION PAC CORP UNION,US9078181081,UNP:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITED AIRLINES HOLDINGS,US9100471096,UAL:US,AIRL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITED PARCEL,US9113121068,UPS:US,UPS-B,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITED,US9113631090,URI:US,UNITEDRENTAL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITED STATES STEEL CORP US,US9129091081,X:US,CO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITEDHEALTH,US91324P1021,UNH:US,UNITEDHEALTH,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNITY SOFTWARE INC,US91332U1016,U:US,SOFT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNIVERSAL HLTH-B,US9139031002,UHS:US,HL,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE UNUM GROUP,US91529Y1064,UNM:US,GROUP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE URANIUM ENERGY CORP,US9168961038,UEC:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE US BANCORP,US9029733048,USB:US,BANCORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VALERO ENERGY,US91913Y1001,VLO:US,ENERG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VEEVA SYSTEMS INC,US9224751084,VEEV:US,SYS,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VENTAS INC,US92276F1003,VTR:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VERIZON,US92343V1044,VZ:US,VERIZON,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VERTIV HOLDINGS CO,US92537N1081,VRT:US,HOLDI,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VF CORP,US9182041080,VFC:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VICI PROPERTIES INC,US9256521090,VICI:US,PROPERT,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VICTORIAS,US9264001028,VSCO:US,& CO VICTORIAS SE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VIRGIN GALACTIC HOLDINGS INC,US92766K1060,SPCE:US,GALAC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VISTRA ENERGY CORP,US92840M1027,VST:US,ENERG,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VITESSE ENERGY INC,US92852X1037,VTS:US,ENER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VORNADO RLTY TST,US9290421091,VNO:US,RLTY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE VULCAN MATERIALS,US9291601097,VMC:US,MATER,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WABTEC,US9297401088,WAB:US,WABTEC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WAL-MART,US9311421039,WMT:US,WAL-MART,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WALT DISNEY CO,US2546871060,DIS:US,DISNEY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WASTE MANAGEMENT,US94106L1098,WM:US,MANAGE,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WATERS CORP,US9418481035,WAT:US,CORP,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WATSCO INC,US9426222009,WSO:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WAYFAIR INC,US94419L1017,W:US,INC,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WEBSTER FINANCIAL CORPORATION,US9478901096,WBS:US,FIN,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WEC ENERGY GROUP,US92939U1060,WEC:US,ENERGY,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WELLS,US9497461015,WFC:US,& CO WELLS FARGO,USD,,,,
NEW YORK STOCK EXCHANGE (USD) USA-NYSE WELLTOWER,US95040Q1040,WELL:US,WELLTOWER,USD,,,,
